Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
75,4.0,0.0,0.0,2874.0,15.0,353.0,11161.0,0.1,338.72599999999994,0.0,0.0,2565.991303920746,,,,,,,,,,,,,,,,,,,,,149.1841464946508,83.00194467737333,286.63698361764006,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,5.0,0.0,0.0,252.0,1.0,252.0,11413.0,0.1,236.90500000000006,0.0,0.0,3085.965285539627,,,,,,,,,,,,,,,,,,,,,110.20528764471973,61.99761492817868,209.5521622859405,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,5.0,0.0,0.0,577.0,2.0,325.0,11738.0,0.1,320.0929999999999,0.0,0.0,3118.9901518821716,,,,,,,,,,,,,,,,,,,,,143.4032730869117,80.29912685424961,274.03473167537294,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,5.0,0.0,0.0,905.0,3.0,328.0,12066.0,0.1,305.0909999999996,0.0,0.0,3151.389720439911,,,,,,,,,,,,,,,,,,,,,131.54126093427135,78.74466189119522,262.4701442318788,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,5.0,0.0,0.0,940.0,4.0,35.0,12101.0,0.1,29.094000000000005,0.0,0.0,3155.1815054416656,,,,,,,,,,,,,,,,,,,,,13.211905437898741,9.5144037046204,28.688932485712492,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5.0,0.0,0.0,1096.0,5.0,156.0,12257.0,0.1,151.00400000000002,0.0,0.0,3171.060340166092,,,,,,,,,,,,,,,,,,,,,70.92055444429718,41.775537795099254,140.2206946753457,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,5.0,0.0,0.0,1352.0,6.0,256.0,12513.0,0.1,243.45700000000005,0.0,0.0,3196.6379454135895,,,,,,,,,,,,,,,,,,,,,108.53743599867471,64.88981502053282,216.1034070951226,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,5.0,0.0,0.0,1574.0,7.0,222.0,12735.0,0.1,216.09400000000002,0.0,0.0,3219.1603078842163,,,,,,,,,,,,,,,,,,,,,99.34759812834653,57.64274460254116,194.42749377556467,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,5.0,0.0,0.0,1778.0,8.0,204.0,12939.0,0.1,194.36500000000004,0.0,0.0,3239.572303056717,,,,,,,,,,,,,,,,,,,,,89.57249507945082,52.36801983325112,176.44492440768317,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,5.0,0.0,0.0,1978.0,9.0,200.0,13139.0,0.1,189.45500000000004,0.0,0.0,3259.6038870811462,,,,,,,,,,,,,,,,,,,,,87.91986947115004,51.32507351539412,172.21528445940456,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,5.0,0.0,0.0,2133.0,10.0,155.0,13294.0,0.1,150.09300000000002,0.0,0.0,3275.5190308094025,,,,,,,,,,,,,,,,,,,,,70.54891533029522,41.52637049910813,139.43665199113457,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,5.0,0.0,0.0,2540.0,11.0,407.0,13701.0,0.1,400.54,0.0,0.0,3316.2316014766693,,,,,,,,,,,,,,,,,,,,,177.27256615837817,94.48719696414018,329.04783219008795,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,5.0,0.0,0.0,2646.0,12.0,106.0,13807.0,0.1,92.28000000000006,0.0,0.0,3327.1399269104004,,,,,,,,,,,,,,,,,,,,,40.230169054435166,28.302070221361266,88.19189768369962,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,5.0,0.0,0.0,2815.0,13.0,169.0,13976.0,0.1,156.63500000000005,0.0,0.0,3344.4134633541107,,,,,,,,,,,,,,,,,,,,,72.09036810123148,42.830180630448915,144.7410651801872,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,5.0,0.0,0.0,2860.0,14.0,45.0,14021.0,0.1,34.366,0.0,0.0,3349.2471418380737,,,,,,,,,,,,,,,,,,,,,14.120546656955842,11.491307393187485,33.79813787805522,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,5.0,0.0,0.0,2929.0,15.0,69.0,14090.0,0.1,63.093999999999994,0.0,0.0,3356.4164197444916,,,,,,,,,,,,,,,,,,,,,29.5929963198678,19.08861914902189,61.1743708212007,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,6.0,0.0,0.0,48.0,1.0,48.0,14138.0,0.1,34.72499999999999,0.0,0.0,3857.3577558994293,,,,,,,,,,,,,,,,,,,,,15.00847087514579,10.443300692080175,34.07270473475778,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,6.0,0.0,0.0,93.0,2.0,45.0,14183.0,0.1,38.09499999999999,0.0,0.0,3862.1937959194183,,,,,,,,,,,,,,,,,,,,,17.176710180979413,12.249902259651861,37.39680425355879,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,6.0,0.0,0.0,127.0,3.0,34.0,14217.0,0.1,28.005000000000006,0.0,0.0,3865.9957222938538,,,,,,,,,,,,,,,,,,,,,12.650729495871877,9.208781574457785,27.63010778259778,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,6.0,0.0,0.0,266.0,4.0,139.0,14356.0,0.1,134.09300000000002,0.0,0.0,3880.5207118988037,,,,,,,,,,,,,,,,,,,,,63.26674822692735,37.51760814563113,125.549896239039,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,6.0,0.0,0.0,619.0,5.0,353.0,14709.0,0.1,334.99699999999973,0.0,0.0,3916.1371178627014,,,,,,,,,,,,,,,,,,,,,149.42769843605353,85.12387400894053,282.8143683744538,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,6.0,0.0,0.0,978.0,6.0,359.0,15068.0,0.1,348.4549999999999,0.0,0.0,3952.4888949394226,,,,,,,,,,,,,,,,,,,,,153.94863213113348,85.30918860854112,293.77469668359373,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,6.0,0.0,0.0,1261.0,7.0,283.0,15351.0,0.1,275.2739999999999,0.0,0.0,3981.2839279174805,,,,,,,,,,,,,,,,,,,,,124.12593158645565,70.82242435882549,240.62737548462707,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,6.0,0.0,0.0,1515.0,8.0,254.0,15605.0,0.1,244.36500000000004,0.0,0.0,4006.6908354759216,,,,,,,,,,,,,,,,,,,,,110.91441981644984,63.90631812054715,216.62577228542057,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,6.0,0.0,0.0,1896.0,9.0,381.0,15986.0,0.1,369.6339999999999,0.0,0.0,4045.3030593395233,,,,,,,,,,,,,,,,,,,,,162.9658775261084,89.75261270167235,308.16001252759537,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,6.0,0.0,0.0,2053.0,10.0,157.0,16143.0,0.1,152.00400000000002,0.0,0.0,4061.1848163604736,,,,,,,,,,,,,,,,,,,,,71.37290373768823,42.02367693252837,141.08047398067035,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,6.0,0.0,0.0,2333.0,11.0,280.0,16423.0,0.1,268.5449999999999,0.0,0.0,4089.3998804092407,,,,,,,,,,,,,,,,,,,,,121.32391433549874,68.99285719754475,235.0441572564162,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,6.0,0.0,0.0,2442.0,12.0,109.0,16532.0,0.1,104.09300000000002,0.0,0.0,4100.374046564102,,,,,,,,,,,,,,,,,,,,,49.40652630692851,29.81876061812413,98.90540052820072,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,6.0,0.0,0.0,2660.0,13.0,218.0,16750.0,0.1,205.54600000000005,0.0,0.0,4122.676687717438,,,,,,,,,,,,,,,,,,,,,95.8641174099527,53.92442549264742,185.01747233182184,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,6.0,0.0,0.0,2792.0,14.0,132.0,16882.0,0.1,117.54800000000006,0.0,0.0,4136.704829454422,,,,,,,,,,,,,,,,,,,,,54.545681676124104,33.52022424023011,110.56899744464349,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,6.0,0.0,0.0,2966.0,15.0,174.0,17056.0,0.1,148.45000000000007,0.0,0.0,4154.171689987183,,,,,,,,,,,,,,,,,,,,,68.70605564488314,41.30899727088652,136.76854664252875,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,7.0,0.0,0.0,435.0,1.0,435.0,17491.0,0.1,431.2699999999999,0.0,0.0,4702.810868263245,,,,,,,,,,,,,,,,,,,,,187.38873934095736,101.91804309230997,350.4564608519262,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,7.0,0.0,0.0,577.0,2.0,142.0,17633.0,0.1,127.81500000000005,0.0,0.0,4717.067708730698,,,,,,,,,,,,,,,,,,,,,57.09680819406849,36.80399819634979,119.9470273441032,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,7.0,0.0,0.0,700.0,3.0,123.0,17756.0,0.1,105.99600000000007,0.0,0.0,4729.832291603088,,,,,,,,,,,,,,,,,,,,,46.530268614010936,30.790899522683922,100.47362373432159,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,7.0,0.0,0.0,1049.0,4.0,349.0,18105.0,0.1,336.63499999999976,0.0,0.0,4764.871999263763,,,,,,,,,,,,,,,,,,,,,147.4837512920532,84.8557628807728,285.7343537722642,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,7.0,0.0,0.0,1106.0,5.0,57.0,18162.0,0.1,50.09499999999999,0.0,0.0,4770.582083940506,,,,,,,,,,,,,,,,,,,,,22.947341594425648,15.659944155214198,48.8847220885728,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,7.0,0.0,0.0,1229.0,6.0,123.0,18285.0,0.1,114.18600000000004,0.0,0.0,4783.094561100006,,,,,,,,,,,,,,,,,,,,,52.38234250011681,33.295155843353946,107.9587814766575,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,7.0,0.0,0.0,1253.0,7.0,24.0,18309.0,0.1,18.094000000000005,0.0,0.0,4785.782181739807,,,,,,,,,,,,,,,,,,,,,7.905702847181916,6.241711692093248,17.940125442427046,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,7.0,0.0,0.0,1323.0,8.0,70.0,18379.0,0.1,60.097999999999985,0.0,0.0,4792.99827671051,,,,,,,,,,,,,,,,,,,,,26.55227893154824,18.901228133145533,58.35599410701153,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,7.0,0.0,0.0,1364.0,9.0,41.0,18420.0,0.1,31.276000000000007,0.0,0.0,4797.483245134354,,,,,,,,,,,,,,,,,,,,,12.9473522555641,10.50592474754141,30.806741233247134,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,7.0,0.0,0.0,1593.0,10.0,229.0,18649.0,0.1,222.18400000000003,0.0,0.0,4820.507828474045,,,,,,,,,,,,,,,,,,,,,101.64639506391849,59.153918415094175,199.30538699897386,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,7.0,0.0,0.0,1830.0,11.0,237.0,18886.0,0.1,226.45500000000004,0.0,0.0,4843.927575826645,,,,,,,,,,,,,,,,,,,,,101.98166423352822,60.79197414406207,202.6905239339981,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7.0,0.0,0.0,2166.0,12.0,336.0,19222.0,0.1,322.4579999999999,0.0,0.0,4877.217449426651,,,,,,,,,,,,,,,,,,,,,142.6344759679215,80.27527209785252,275.0827064048819,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,7.0,0.0,0.0,2609.0,13.0,443.0,19665.0,0.1,430.54599999999994,0.0,0.0,4920.923094987869,,,,,,,,,,,,,,,,,,,,,185.98191979975476,101.19666127410508,348.8533674101613,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,7.0,0.0,0.0,2915.0,14.0,306.0,19971.0,0.1,290.9939999999999,0.0,0.0,4952.036662340164,,,,,,,,,,,,,,,,,,,,,129.3039118833529,73.74843546685865,251.93061225759715,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,7.0,0.0,0.0,3066.0,15.0,151.0,20122.0,0.1,142.18600000000004,0.0,0.0,4967.324515581131,,,,,,,,,,,,,,,,,,,,,65.22796377582075,40.45847448269867,132.60164816453204,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,8.0,0.0,0.0,337.0,1.0,337.0,20459.0,0.1,315.99999999999966,0.0,0.0,5519.962153196335,,,,,,,,,,,,,,,,,,,,,137.78201482183724,80.67780613850694,270.10740570905347,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,8.0,0.0,0.0,534.0,2.0,197.0,20656.0,0.1,182.63700000000006,0.0,0.0,5540.189780712128,,,,,,,,,,,,,,,,,,,,,83.12746954503412,49.53195903568949,166.5939097251691,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,8.0,0.0,0.0,783.0,3.0,249.0,20905.0,0.1,243.09400000000002,0.0,0.0,5565.189134120941,,,,,,,,,,,,,,,,,,,,,110.95598978869303,63.83065976596999,215.897537720519,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,8.0,0.0,0.0,936.0,4.0,153.0,21058.0,0.1,147.09400000000002,0.0,0.0,5580.651698350906,,,,,,,,,,,,,,,,,,,,,68.73800469028447,41.02683093358459,136.8506497311992,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,8.0,0.0,0.0,1054.0,5.0,118.0,21176.0,0.1,109.27500000000002,0.0,0.0,5592.51229929924,,,,,,,,,,,,,,,,,,,,,52.47047884666254,30.891267002273896,103.28996012638649,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,8.0,0.0,0.0,1474.0,6.0,420.0,21596.0,0.1,408.5450000000001,0.0,0.0,5634.783726930618,,,,,,,,,,,,,,,,,,,,,181.58518500422784,95.9147579596372,332.94477891126763,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,8.0,0.0,0.0,1576.0,7.0,102.0,21698.0,0.1,95.09500000000003,0.0,0.0,5645.38231420517,,,,,,,,,,,,,,,,,,,,,44.31138556527374,27.903193733113238,90.75666123815718,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,8.0,0.0,0.0,1649.0,8.0,73.0,21771.0,0.1,67.09400000000002,0.0,0.0,5652.705358505249,,,,,,,,,,,,,,,,,,,,,31.503274325045936,20.182047277504317,64.92404413850451,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,8.0,0.0,0.0,1744.0,9.0,95.0,21866.0,0.1,89.00500000000002,0.0,0.0,5662.3244733810425,,,,,,,,,,,,,,,,,,,,,41.848274358139136,26.096999278527193,85.19972819263388,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,8.0,0.0,0.0,2151.0,10.0,407.0,22273.0,0.1,401.4499999999999,0.0,0.0,5703.280611515045,,,,,,,,,,,,,,,,,,,,,175.7100641930472,95.74758574596463,330.59686701058376,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,8.0,0.0,0.0,2579.0,11.0,428.0,22701.0,0.1,427.0,0.0,0.0,5746.102545976639,,,,,,,,,,,,,,,,,,,,,186.96069436775218,100.34633342482857,347.67582678835157,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,8.0,0.0,0.0,2632.0,12.0,53.0,22754.0,0.1,47.093999999999994,0.0,0.0,5751.738136053085,,,,,,,,,,,,,,,,,,,,,21.911182324396282,14.653694452899378,46.0247107335634,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,8.0,0.0,0.0,2704.0,13.0,72.0,22826.0,0.1,64.18500000000003,0.0,0.0,5758.903777599335,,,,,,,,,,,,,,,,,,,,,29.317726671181983,19.728275913574112,62.19845839801252,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,8.0,0.0,0.0,2957.0,14.0,253.0,23079.0,0.1,235.26400000000004,0.0,0.0,5783.897518396378,,,,,,,,,,,,,,,,,,,,,109.40413552907675,61.230101068293834,208.00054680420538,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,8.0,0.0,0.0,3389.0,15.0,432.0,23511.0,0.1,422.63200000000006,0.0,0.0,5826.838494062424,,,,,,,,,,,,,,,,,,,,,184.38196856030467,98.04153122839935,343.6659778717136,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,9.0,0.0,0.0,403.0,1.0,403.0,23914.0,0.1,396.09499999999986,0.0,0.0,6432.678087472916,,,,,,,,,,,,,,,,,,,,,172.60175169335878,96.10840076551628,327.19054797297423,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,9.0,0.0,0.0,746.0,2.0,343.0,24257.0,0.1,336.00599999999986,0.0,0.0,6467.090046405792,,,,,,,,,,,,,,,,,,,,,148.90792977413057,84.151529903703,285.5012971805372,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,9.0,0.0,0.0,1181.0,3.0,435.0,24692.0,0.1,430.3599999999999,0.0,0.0,6510.711076974869,,,,,,,,,,,,,,,,,,,,,187.66009057993577,100.39606005492627,349.4263638991621,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,9.0,0.0,0.0,1481.0,4.0,300.0,24992.0,0.1,291.36399999999986,0.0,0.0,6540.146325349808,,,,,,,,,,,,,,,,,,,,,131.2167744128806,73.99973608928174,252.5037226176487,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,9.0,0.0,0.0,1520.0,5.0,39.0,25031.0,0.1,32.09499999999999,0.0,0.0,6544.182136058807,,,,,,,,,,,,,,,,,,,,,14.288560184447498,10.510241327070295,31.600916384659484,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,9.0,0.0,0.0,1958.0,6.0,438.0,25469.0,0.1,428.72099999999995,0.0,0.0,6587.805730581284,,,,,,,,,,,,,,,,,,,,,187.6999866864911,99.82804815400023,347.20246355596504,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,9.0,0.0,0.0,2142.0,7.0,184.0,25653.0,0.1,170.45800000000006,0.0,0.0,6605.866510629654,,,,,,,,,,,,,,,,,,,,,75.97249167100375,48.44693502084504,156.79248971948465,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,9.0,0.0,0.0,2352.0,8.0,210.0,25863.0,0.1,199.36600000000004,0.0,0.0,6626.880704879761,,,,,,,,,,,,,,,,,,,,,91.22903901886278,54.39866325286701,180.56885895509023,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,9.0,0.0,0.0,2564.0,9.0,212.0,26075.0,0.1,207.09300000000002,0.0,0.0,6647.862077951431,,,,,,,,,,,,,,,,,,,,,95.8818193671242,55.28367821025258,187.14014744892032,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,9.0,0.0,0.0,2687.0,10.0,123.0,26198.0,0.1,119.00300000000001,0.0,0.0,6660.006057024002,,,,,,,,,,,,,,,,,,,,,56.74524483391492,33.44865083563093,112.24771807385817,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,9.0,0.0,0.0,2721.0,11.0,34.0,26232.0,0.1,28.094000000000005,0.0,0.0,6663.800801038742,,,,,,,,,,,,,,,,,,,,,12.728130787447917,9.222372463780896,27.71664913484734,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,9.0,0.0,0.0,2808.0,12.0,87.0,26319.0,0.1,80.18400000000003,0.0,0.0,6672.692381620407,,,,,,,,,,,,,,,,,,,,,37.33046925484048,23.905658203914264,77.09035279005623,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,9.0,0.0,0.0,3095.0,13.0,287.0,26606.0,0.1,280.18399999999986,0.0,0.0,6701.1009221076965,,,,,,,,,,,,,,,,,,,,,126.17275309079314,72.29299135135427,244.46109759703904,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,9.0,0.0,0.0,3183.0,14.0,88.0,26694.0,0.1,81.09500000000003,0.0,0.0,6710.324111700058,,,,,,,,,,,,,,,,,,,,,37.72172746686031,24.17045126656208,77.9312725968374,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,9.0,0.0,0.0,3570.0,15.0,387.0,27081.0,0.1,369.17499999999984,0.0,0.0,6748.470195055008,,,,,,,,,,,,,,,,,,,,,161.90576078128956,89.5724555913634,307.13142629881224,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,10.0,0.0,0.0,50.0,1.0,50.0,27131.0,0.1,43.09499999999999,0.0,0.0,7341.155606508255,,,,,,,,,,,,,,,,,,,,,19.58308771771698,13.680718347725506,42.20020382155344,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,10.0,0.0,0.0,151.0,2.0,101.0,27232.0,0.1,92.18600000000004,0.0,0.0,7351.474571466446,,,,,,,,,,,,,,,,,,,,,42.13617059677907,27.501932895544684,88.10637140616628,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,10.0,0.0,0.0,214.0,3.0,63.0,27295.0,0.1,52.54400000000001,0.0,0.0,7357.806483745575,,,,,,,,,,,,,,,,,,,,,23.458789104649632,15.967980914548718,51.168381881788754,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,10.0,0.0,0.0,264.0,4.0,50.0,27345.0,0.1,36.547000000000004,0.0,0.0,7363.19601559639,,,,,,,,,,,,,,,,,,,,,14.308032995230853,12.286689593963388,35.90336918523974,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,10.0,0.0,0.0,712.0,5.0,448.0,27793.0,0.1,447.0,0.0,0.0,7407.697808980942,,,,,,,,,,,,,,,,,,,,,194.46814388481803,104.0507722050927,360.5991091588096,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,10.0,0.0,0.0,963.0,6.0,251.0,28044.0,0.1,229.53500000000008,0.0,0.0,7432.984890937805,,,,,,,,,,,,,,,,,,,,,107.36901542238144,59.93649120524843,202.9911564507275,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,10.0,0.0,0.0,1264.0,7.0,301.0,28345.0,0.1,292.1859999999998,0.0,0.0,7463.4123957157135,,,,,,,,,,,,,,,,,,,,,130.27693313855391,75.39663328761563,253.47934834263236,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,10.0,0.0,0.0,1476.0,8.0,212.0,28557.0,0.1,207.00400000000002,0.0,0.0,7484.398575544357,,,,,,,,,,,,,,,,,,,,,95.80260533387414,55.28641609769424,187.06779619381038,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,10.0,0.0,0.0,1916.0,9.0,440.0,28997.0,0.1,423.3519999999998,0.0,0.0,7528.057863712311,,,,,,,,,,,,,,,,,,,,,181.45999943093912,99.55877076526852,344.19765135544617,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,10.0,0.0,0.0,2237.0,10.0,321.0,29318.0,0.1,314.09499999999986,0.0,0.0,7559.147824287415,,,,,,,,,,,,,,,,,,,,,140.09019394338503,79.57232705787908,269.66510829565664,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,10.0,0.0,0.0,2601.0,11.0,364.0,29682.0,0.1,355.0969999999998,0.0,0.0,7595.547431230545,,,,,,,,,,,,,,,,,,,,,155.7023898698981,88.53176668840527,299.0190692067014,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,10.0,0.0,0.0,2768.0,12.0,167.0,29849.0,0.1,159.09600000000003,0.0,0.0,7612.368899106979,,,,,,,,,,,,,,,,,,,,,73.27424866491508,44.47564092968324,147.1533600396786,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,10.0,0.0,0.0,3198.0,13.0,430.0,30279.0,0.1,429.0,0.0,0.0,7654.63550901413,,,,,,,,,,,,,,,,,,,,,187.71578570975888,100.72021434255944,348.97982281060166,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,10.0,0.0,0.0,3350.0,14.0,152.0,30431.0,0.1,133.08700000000007,0.0,0.0,7669.8482666015625,,,,,,,,,,,,,,,,,,,,,62.12841081162415,36.90349876438859,123.891139945384,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,10.0,0.0,0.0,3525.0,15.0,175.0,30606.0,0.1,169.09400000000002,0.0,0.0,7687.525301456451,,,,,,,,,,,,,,,,,,,,,78.64718402281403,46.45367597325478,155.64187089592863,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,11.0,0.0,0.0,167.0,1.0,167.0,30773.0,0.1,161.09400000000002,0.0,0.0,8300.631249904633,,,,,,,,,,,,,,,,,,,,,75.06022029978821,44.494593702634496,148.85650736816447,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
