Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
11,0.0,0.0,0.0,464.0,11.0,28.0,464.0,0.1,17.28520000000001,0.0,0.0,40.5656418800354,,,,,,,,,,,,,,,,,,,,,7.020541162898314,5.994908798835672,17.122853431448313,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,0.0,0.0,492.0,12.0,28.0,492.0,0.1,18.505200000000013,0.0,0.0,43.880329847335815,,,,,,,,,,,,,,,,,,,,,7.617421045358806,6.427346195755741,18.328550984147263,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0,0.0,0.0,514.0,13.0,22.0,514.0,0.1,12.006599999999997,0.0,0.0,46.44683861732483,,,,,,,,,,,,,,,,,,,,,4.737486756052061,4.361390761428361,11.926215796744549,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,0.0,0.0,553.0,14.0,39.0,553.0,0.1,26.686600000000016,0.0,0.0,50.88181734085083,,,,,,,,,,,,,,,,,,,,,11.195264763743625,8.993968123605022,26.302563498647796,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,0.0,0.0,578.0,15.0,25.0,578.0,0.1,11.0474,0.0,0.0,54.02242994308472,,,,,,,,,,,,,,,,,,,,,3.5361400547165247,3.9349245725524136,10.980947412509696,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,0.0,0.0,601.0,16.0,23.0,601.0,0.1,12.2858,0.0,0.0,56.58594012260437,,,,,,,,,,,,,,,,,,,,,4.698663201143413,4.476750018138638,12.202122789830574,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,0.0,0.0,637.0,17.0,36.0,637.0,0.1,22.78600000000002,0.0,0.0,60.6697142124176,,,,,,,,,,,,,,,,,,,,,9.183918736004008,7.775846695798088,22.50035713942557,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,0.0,0.0,661.0,18.0,24.0,661.0,0.1,12.686399999999999,0.0,0.0,63.33745980262756,,,,,,,,,,,,,,,,,,,,,4.820820511008116,4.562111895044075,12.595879470797932,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,0.0,0.0,693.0,19.0,32.0,693.0,0.1,21.68580000000001,0.0,0.0,66.86869502067566,,,,,,,,,,,,,,,,,,,,,9.109384110504703,7.408365224693908,21.437152576464204,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,0.0,0.0,727.0,20.0,34.0,727.0,0.1,21.985400000000016,0.0,0.0,70.54056525230408,,,,,,,,,,,,,,,,,,,,,9.0161464825735,7.517093659225509,21.722273845008683,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1.0,0.0,0.0,36.0,1.0,36.0,763.0,0.1,21.58820000000002,0.0,0.0,203.8401961326599,,,,,,,,,,,,,,,,,,,,,7.997244254756364,7.456124931499357,21.342963791447886,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1.0,0.0,0.0,67.0,2.0,31.0,794.0,0.1,20.105200000000014,0.0,0.0,207.35084414482117,,,,,,,,,,,,,,,,,,,,,8.464477464259389,6.870721866281701,19.882546408879307,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1.0,0.0,0.0,106.0,3.0,39.0,833.0,0.1,26.086800000000018,0.0,0.0,211.7766580581665,,,,,,,,,,,,,,,,,,,,,10.68825603609983,8.851135231510428,25.721375043303677,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1.0,0.0,0.0,149.0,4.0,43.0,876.0,0.1,30.88540000000002,0.0,0.0,216.5077543258667,,,,,,,,,,,,,,,,,,,,,13.433255249502274,10.133996351366513,30.368476609012816,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1.0,0.0,0.0,187.0,5.0,38.0,914.0,0.1,27.30440000000002,0.0,0.0,220.6796634197235,,,,,,,,,,,,,,,,,,,,,11.82692052548794,8.86813991339298,26.908767646556928,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1.0,0.0,0.0,218.0,6.0,31.0,945.0,0.1,20.704200000000014,0.0,0.0,224.13079380989075,,,,,,,,,,,,,,,,,,,,,9.027502858665773,7.002905443901473,20.465257461045994,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1.0,0.0,0.0,261.0,7.0,43.0,988.0,0.1,28.18680000000002,0.0,0.0,228.70592284202576,,,,,,,,,,,,,,,,,,,,,11.431702899314981,9.475603431409684,27.75071044551003,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1.0,0.0,0.0,344.0,8.0,83.0,1071.0,0.1,54.768799999999956,0.0,0.0,237.5527937412262,,,,,,,,,,,,,,,,,,,,,25.536110133791652,15.646355838257685,52.75475962338245,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1.0,0.0,0.0,387.0,9.0,43.0,1114.0,0.1,29.985600000000016,0.0,0.0,242.33525562286377,,,,,,,,,,,,,,,,,,,,,12.888616038549248,9.879333041010861,29.49034070140449,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1.0,0.0,0.0,409.0,10.0,22.0,1136.0,0.1,10.3066,0.0,0.0,244.89667010307312,,,,,,,,,,,,,,,,,,,,,3.5455138023174997,3.7541892945109425,10.249086620503405,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1.0,0.0,0.0,452.0,11.0,43.0,1179.0,0.1,30.48540000000002,0.0,0.0,249.61747694015503,,,,,,,,,,,,,,,,,,,,,13.217092580932764,9.966195703266678,29.97698902007101,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1.0,0.0,0.0,477.0,12.0,25.0,1204.0,0.1,15.884600000000002,0.0,0.0,252.68194484710693,,,,,,,,,,,,,,,,,,,,,6.493611980410046,5.527985539243603,15.753751449637576,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1.0,0.0,0.0,506.0,13.0,29.0,1233.0,0.1,19.005800000000015,0.0,0.0,255.87875652313232,,,,,,,,,,,,,,,,,,,,,8.172294569666034,6.487635949855975,18.80639744597419,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.0,0.0,0.0,549.0,14.0,43.0,1276.0,0.1,30.905400000000018,0.0,0.0,260.52936601638794,,,,,,,,,,,,,,,,,,,,,13.564706468725182,10.190590750777467,30.382852944881638,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.0,0.0,0.0,569.0,15.0,20.0,1296.0,0.1,11.3044,0.0,0.0,262.8155355453491,,,,,,,,,,,,,,,,,,,,,4.588414294605892,4.081429868568284,11.235090660337901,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1.0,0.0,0.0,592.0,16.0,23.0,1319.0,0.1,14.284000000000002,0.0,0.0,265.66872787475586,,,,,,,,,,,,,,,,,,,,,5.964034152042502,5.0352889879390865,14.175163366071803,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1.0,0.0,0.0,626.0,17.0,34.0,1353.0,0.1,24.08440000000001,0.0,0.0,269.4042682647705,,,,,,,,,,,,,,,,,,,,,10.70473515979468,8.158052897705733,23.767951138893636,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1.0,0.0,0.0,674.0,18.0,48.0,1401.0,0.1,34.08759999999999,0.0,0.0,274.6211528778076,,,,,,,,,,,,,,,,,,,,,14.415137440266511,11.280057909891038,33.46256507044303,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.0,0.0,0.0,713.0,19.0,39.0,1440.0,0.1,27.105600000000017,0.0,0.0,278.9853308200836,,,,,,,,,,,,,,,,,,,,,11.893121349929318,9.022196987858642,26.695131835892703,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.0,0.0,0.0,755.0,20.0,42.0,1482.0,0.1,27.545000000000016,0.0,0.0,283.47745990753174,,,,,,,,,,,,,,,,,,,,,11.11891805067446,9.244610494420998,27.13224279521932,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.0,0.0,0.0,76.0,1.0,76.0,1558.0,0.1,49.13259999999993,0.0,0.0,423.03701186180115,,,,,,,,,,,,,,,,,,,,,19.138518636377142,16.19443045161455,47.77357195397133,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2.0,0.0,0.0,124.0,2.0,48.0,1606.0,0.1,34.886199999999995,0.0,0.0,428.6233546733856,,,,,,,,,,,,,,,,,,,,,15.174154057951979,11.354317261648369,34.22625889675291,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2.0,0.0,0.0,171.0,3.0,47.0,1653.0,0.1,32.88679999999999,0.0,0.0,433.8655524253845,,,,,,,,,,,,,,,,,,,,,14.255024115522158,10.878020418952639,32.28134427377375,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2.0,0.0,0.0,193.0,4.0,22.0,1675.0,0.1,13.6842,0.0,0.0,436.50002932548523,,,,,,,,,,,,,,,,,,,,,5.745011738665806,4.898192477987901,13.584966088961187,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.0,0.0,0.0,259.0,5.0,66.0,1741.0,0.1,48.024399999999964,0.0,0.0,443.59910559654236,,,,,,,,,,,,,,,,,,,,,20.967509553450135,14.517686148646334,46.733965566640016,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2.0,0.0,0.0,279.0,6.0,20.0,1761.0,0.1,12.2836,0.0,0.0,446.03088426589966,,,,,,,,,,,,,,,,,,,,,5.242224454580192,4.336507759635501,12.203149606972737,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,0.0,0.0,323.0,7.0,44.0,1805.0,0.1,31.36400000000002,0.0,0.0,450.91960287094116,,,,,,,,,,,,,,,,,,,,,13.651458861033268,10.155212131010915,30.82495489494954,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2.0,0.0,0.0,359.0,8.0,36.0,1841.0,0.1,24.485200000000017,0.0,0.0,454.82605719566345,,,,,,,,,,,,,,,,,,,,,10.259475402499968,8.170577971148727,24.164163047441843,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.0,0.0,0.0,392.0,9.0,33.0,1874.0,0.1,21.706000000000017,0.0,0.0,458.4662575721741,,,,,,,,,,,,,,,,,,,,,8.89091855551595,7.462001615464017,21.45548921059997,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2.0,0.0,0.0,419.0,10.0,27.0,1901.0,0.1,14.1872,0.0,0.0,461.5120098590851,,,,,,,,,,,,,,,,,,,,,5.005781437959134,5.084100967382326,14.080190201387676,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.0,0.0,0.0,477.0,11.0,58.0,1959.0,0.1,46.40439999999997,0.0,0.0,467.7245018482208,,,,,,,,,,,,,,,,,,,,,21.46562738294268,14.267508887699208,45.24984805805739,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2.0,0.0,0.0,501.0,12.0,24.0,1983.0,0.1,14.806399999999998,0.0,0.0,470.45794653892517,,,,,,,,,,,,,,,,,,,,,5.890338695668222,5.280179966315958,14.694405988875726,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2.0,0.0,0.0,527.0,13.0,26.0,2009.0,0.1,17.28420000000001,0.0,0.0,473.4975860118866,,,,,,,,,,,,,,,,,,,,,7.32931295560868,6.032702452495394,17.127876488254195,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2.0,0.0,0.0,566.0,14.0,39.0,2048.0,0.1,27.08500000000002,0.0,0.0,477.8184287548065,,,,,,,,,,,,,,,,,,,,,11.547958354257581,8.953339024236941,26.687978893993044,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.0,0.0,0.0,592.0,15.0,26.0,2074.0,0.1,15.505,0.0,0.0,480.746967792511,,,,,,,,,,,,,,,,,,,,,6.312358177826927,5.508361372399814,15.371606528827627,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,0.0,0.0,619.0,16.0,27.0,2101.0,0.1,15.7064,0.0,0.0,483.91554832458496,,,,,,,,,,,,,,,,,,,,,6.101665414119663,5.50531517627043,15.572785031095936,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2.0,0.0,0.0,649.0,17.0,30.0,2131.0,0.1,19.88520000000001,0.0,0.0,487.62563490867615,,,,,,,,,,,,,,,,,,,,,8.063143877857652,6.7861827918079145,19.682651303620208,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,0.0,0.0,695.0,18.0,46.0,2177.0,0.1,25.708800000000014,0.0,0.0,492.40419268608093,,,,,,,,,,,,,,,,,,,,,8.94123356067472,8.767393832410622,25.3481742565478,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2.0,0.0,0.0,725.0,19.0,30.0,2207.0,0.1,19.106200000000012,0.0,0.0,496.05128145217896,,,,,,,,,,,,,,,,,,,,,7.72676641189177,6.636246918559557,18.912202500441627,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,0.0,0.0,777.0,20.0,52.0,2259.0,0.1,36.24579999999999,0.0,0.0,501.4878656864166,,,,,,,,,,,,,,,,,,,,,15.330077404580255,11.929408067236114,35.51963973479169,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,0.0,117.0,1.0,117.0,2376.0,0.1,82.69219999999989,0.0,0.0,651.1724865436554,,,,,,,,,,,,,,,,,,,,,35.009358934764016,24.219753619991526,78.75353331773479,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,0.0,183.0,2.0,66.0,2442.0,0.1,51.505199999999974,0.0,0.0,658.2519087791443,,,,,,,,,,,,,,,,,,,,,23.681511382772992,15.962020179427812,50.0422547159141,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,0.0,270.0,3.0,87.0,2529.0,0.1,53.83419999999994,0.0,0.0,667.1645264625549,,,,,,,,,,,,,,,,,,,,,21.960628733646768,16.002418126361878,52.02762852960341,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,0.0,291.0,4.0,21.0,2550.0,0.1,12.3044,0.0,0.0,669.5463542938232,,,,,,,,,,,,,,,,,,,,,4.904706064105309,4.370031559751627,12.225840628069303,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,0.0,337.0,5.0,46.0,2596.0,0.1,24.04620000000001,0.0,0.0,674.7159199714661,,,,,,,,,,,,,,,,,,,,,7.872823973061865,8.097621790402354,23.731489344438693,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,0.0,364.0,6.0,27.0,2623.0,0.1,16.68520000000001,0.0,0.0,677.7546424865723,,,,,,,,,,,,,,,,,,,,,6.823325381880625,5.881621175800913,16.534021724115732,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,441.0,7.0,77.0,2700.0,0.1,59.98519999999995,0.0,0.0,685.8482990264893,,,,,,,,,,,,,,,,,,,,,27.23193688470074,18.51802214594918,58.00429143846353,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,524.0,8.0,83.0,2783.0,0.1,64.16619999999995,0.0,0.0,694.6633605957031,,,,,,,,,,,,,,,,,,,,,28.570913897826763,19.6585902122457,61.91858940670436,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,571.0,9.0,47.0,2830.0,0.1,33.7052,0.0,0.0,699.7215919494629,,,,,,,,,,,,,,,,,,,,,14.80560837416899,10.921071915839006,33.075454239438685,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,605.0,10.0,34.0,2864.0,0.1,21.286800000000017,0.0,0.0,703.3607530593872,,,,,,,,,,,,,,,,,,,,,8.39360920417063,7.336117247655784,21.04348320999499,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,661.0,11.0,56.0,2920.0,0.1,43.28399999999997,0.0,0.0,709.4514710903168,,,,,,,,,,,,,,,,,,,,,19.732560709810734,13.627089281824656,42.263461259307974,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,700.0,12.0,39.0,2959.0,0.1,27.884600000000017,0.0,0.0,714.0161378383636,,,,,,,,,,,,,,,,,,,,,12.441461071752068,9.019491550862917,27.454264092121818,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,739.0,13.0,39.0,2998.0,0.1,24.98640000000002,0.0,0.0,718.6605894565582,,,,,,,,,,,,,,,,,,,,,10.139415929084759,8.442713282445947,24.64021857569852,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,785.0,14.0,46.0,3044.0,0.1,32.8852,0.0,0.0,723.5493407249451,,,,,,,,,,,,,,,,,,,,,14.327322298608378,10.619143426618443,32.29069226810796,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,813.0,15.0,28.0,3072.0,0.1,17.28500000000001,0.0,0.0,726.7052316665649,,,,,,,,,,,,,,,,,,,,,7.090630467387916,5.962542664237744,17.12068659942539,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,835.0,16.0,22.0,3094.0,0.1,13.7046,0.0,0.0,729.3986084461212,,,,,,,,,,,,,,,,,,,,,5.544322701033642,4.838195014683449,13.609830952651613,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,953.0,17.0,118.0,3212.0,0.1,94.0849999999999,0.0,0.0,742.135751247406,,,,,,,,,,,,,,,,,,,,,43.740227305573725,27.594732779987773,89.10176761139749,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1000.0,18.0,47.0,3259.0,0.1,32.18659999999999,0.0,0.0,747.2465317249298,,,,,,,,,,,,,,,,,,,,,13.115477097786062,10.780257026761065,31.633407758513318,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1035.0,19.0,35.0,3294.0,0.1,24.084400000000013,0.0,0.0,751.1971004009247,,,,,,,,,,,,,,,,,,,,,10.584404440060865,7.977950094560811,23.761444973099106,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1106.0,20.0,71.0,3365.0,0.1,53.725199999999965,0.0,0.0,759.0195257663727,,,,,,,,,,,,,,,,,,,,,23.798435200778275,17.057281707484023,52.139738437882066,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,140.0,1.0,140.0,3505.0,0.1,111.84739999999987,0.0,0.0,966.7626185417175,,,,,,,,,,,,,,,,,,,,,50.31298637084134,32.88089199912801,105.0135039023831,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,174.0,2.0,34.0,3539.0,0.1,23.084400000000016,0.0,0.0,970.6468856334686,,,,,,,,,,,,,,,,,,,,,9.982301427967087,7.650465193265674,22.790560081051144,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,243.0,3.0,69.0,3608.0,0.1,52.08519999999995,0.0,0.0,977.8735420703888,,,,,,,,,,,,,,,,,,,,,23.753070516966115,16.099523813096695,50.54728215134988,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,311.0,4.0,68.0,3676.0,0.1,49.58619999999997,0.0,0.0,985.2551372051239,,,,,,,,,,,,,,,,,,,,,22.173516352463693,15.624990651932055,48.17470211756548,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,342.0,5.0,31.0,3707.0,0.1,19.105800000000016,0.0,0.0,988.8143291473389,,,,,,,,,,,,,,,,,,,,,7.600307709757895,6.519961584435897,18.907987528066112,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,378.0,6.0,36.0,3743.0,0.1,25.104600000000016,0.0,0.0,992.7788977622986,,,,,,,,,,,,,,,,,,,,,11.224379927715917,8.301908607331013,24.749997567740152,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,500.0,7.0,122.0,3865.0,0.1,97.28499999999984,0.0,0.0,1005.5951297283173,,,,,,,,,,,,,,,,,,,,,44.88218178819291,28.220742272585916,91.99326836530273,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
